C3,C4,Cz,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
5.8456,10.05,8.7789,2.8479,-0.85386,-1.0101,-7.6748,7.9602,-6.0131,13.861,4.902,0.92409,8.2211,10.05,0.94755,-5.0761,2.9487,7.9732,1.0509
6.8309,13.065,10.759,1.877,7.0279,1.0101,-4.748,8.9552,-3.0719,12.871,5.8824,2.9043,9.2573,13.065,6.0237,-5.0761,2.9487,7.9732,0.06568
9.7865,17.085,14.719,5.7605,17.865,7.0707,6.9593,9.9502,3.7908,12.871,10.784,13.795,11.33,17.085,15.161,2.0305,13.526,10.988,12.874
6.8309,14.07,9.769,-0.06472,21.806,4.0404,15.74,0.99502,4.7712,6.9307,5.8824,15.776,8.2211,13.065,13.13,0.0,21.218,10.988,22.726
2.89,6.0302,-1.1221,-3.9482,18.851,-4.0404,14.764,-2.9851,-1.1111,-0.9901,-1.9608,7.8548,-0.06909,2.0101,-1.0829,-5.0761,21.218,9.9832,21.741
2.89,4.0201,-5.0825,-3.9482,17.865,-7.0707,11.837,-2.9851,-3.0719,-0.9901,-4.902,2.9043,-0.06909,-1.005,-9.2047,-6.0914,19.295,14.003,18.785
1.9048,0.0,-6.0726,-3.9482,10.969,-9.0909,9.8862,-2.9851,-0.13072,-2.9703,-5.8824,1.9142,-5.2504,-1.005,-9.2047,-6.0914,12.564,6.9682,13.859
4.8604,5.0251,-1.1221,-2.0065,8.0131,-5.0505,11.837,-1.99,4.7712,0.0,-2.9412,8.8449,-1.1054,6.0302,-1.0829,-3.0457,14.487,7.9732,16.814
12.742,15.075,4.8185,1.877,13.924,0.0,15.74,3.9801,9.6732,8.9109,2.9412,16.766,5.1123,16.08,6.0237,3.0457,19.295,16.013,20.755
12.742,15.075,2.8383,1.877,16.88,-2.0202,8.9106,3.9801,5.7516,9.901,0.98039,11.815,4.076,14.07,-1.0829,0.0,14.487,14.003,13.859
8.8013,7.0352,-5.0825,-3.9482,11.954,-10.101,-2.7967,-0.99502,-3.0719,2.9703,-5.8824,-2.0462,-2.1416,4.0201,-13.266,-8.1218,5.8333,9.9832,3.0213
6.8309,0.0,-9.0429,-6.8608,8.0131,-12.121,-7.6748,-3.9801,-6.0131,0.0,-7.8431,-9.967,-2.1416,-4.0201,-17.327,-10.152,0.0641,11.993,-3.8752
5.8456,-5.0251,-9.0429,-5.89,2.1018,-11.111,-8.6504,-3.9801,-6.9935,-0.9901,-5.8824,-12.937,-2.1416,-7.0352,-15.296,-10.152,-4.7436,6.9682,-8.8013
6.8309,-7.0352,-5.0825,-2.9773,-2.8243,-6.0606,-7.6748,0.0,-4.0523,0.0,-0.98039,-9.967,0.96718,-7.0352,-9.2047,-6.0914,-9.5513,2.9481,-11.757
10.772,-1.005,2.8383,0.90615,-4.7947,-1.0101,-2.7967,4.9751,0.84967,3.9604,4.902,-1.0561,5.1123,-1.005,-0.06768,-3.0457,-7.6282,4.9581,-8.8013
12.742,8.0402,11.749,3.8188,-3.8095,3.0303,1.1057,8.9552,2.8105,10.891,9.8039,4.8845,10.294,8.0402,6.0237,-2.0305,-4.7436,10.988,-3.8752
16.683,14.07,15.71,4.7896,-0.85386,5.0505,2.0813,9.9502,2.8105,14.851,10.784,7.8548,13.402,13.065,9.0694,-1.0152,1.0256,10.988,0.06568
14.713,15.075,13.729,5.7605,0.13136,4.0404,0.13008,10.945,-0.13072,13.861,10.784,7.8548,11.33,12.06,8.0541,-2.0305,6.7949,6.9682,3.0213
12.742,14.07,12.739,5.7605,0.13136,3.0303,3.0569,7.9602,-0.13072,12.871,8.8235,8.8449,10.294,12.06,6.0237,-2.0305,11.603,6.9682,7.9475
9.7865,11.055,10.759,4.7896,-0.85386,2.0202,8.9106,7.9602,-1.1111,8.9109,6.8627,10.825,6.1485,11.055,5.0085,-2.0305,12.564,3.9531,11.888
6.8309,6.0302,5.8086,1.877,-2.8243,-1.0101,11.837,3.9801,-2.0915,0.9901,0.0,10.825,-1.1054,7.0352,0.94755,-3.0457,10.641,4.9581,15.829
0.91954,-5.0251,-3.1023,-1.0356,-8.7356,-4.0404,11.837,0.0,-2.0915,-8.9109,-3.9216,5.8746,-8.3592,-1.005,-4.1286,-2.0305,3.9103,-3.0821,12.874
0.91954,-15.075,-7.0627,-0.06472,-15.632,-3.0303,6.9593,0.99502,-0.13072,-11.881,-3.9216,0.92409,-6.2867,-7.0352,-5.1438,-1.0152,-3.7821,-7.1022,9.9179
4.8604,-20.101,-8.0528,2.8479,-15.632,-1.0101,-0.84553,3.9801,2.8105,-9.901,-0.98039,-5.0165,-2.1416,-13.065,-6.1591,0.0,-6.6667,-3.0821,2.0361
4.8604,-17.085,-9.0429,2.8479,-5.78,0.0,-3.7724,2.9851,2.8105,-6.9307,0.0,-9.967,-1.1054,-16.08,-7.1743,2.0305,-1.859,1.943,-2.89
3.8752,-9.0452,-9.0429,1.877,3.087,-3.0303,-1.8211,1.99,2.8105,-5.9406,-1.9608,-8.9769,-3.1779,-13.065,-8.1895,3.0457,6.7949,1.943,1.0509
2.89,-3.0151,-11.023,0.90615,7.0279,-4.0404,4.0325,1.99,6.732,-4.9505,-4.902,-5.0165,-4.2142,-8.0402,-8.1895,2.0305,10.641,5.9631,5.977
-2.0361,-4.0201,-15.974,-2.9773,0.13136,-10.101,4.0325,-2.9851,2.8105,-8.9109,-10.784,-5.0165,-9.3955,-7.0352,-12.25,-2.0305,4.8718,0.93802,4.0066
-8.9327,-6.0302,-17.954,-9.7735,-6.7652,-17.172,1.1057,-8.9552,-3.0719,-12.871,-17.647,-6.0066,-15.613,-7.0352,-17.327,-9.1371,-0.89744,-10.117,1.0509
-8.9327,-3.0151,-15.974,-9.7735,-5.78,-18.182,0.13008,-9.9502,-3.0719,-11.881,-16.667,-5.0165,-17.686,-6.0302,-14.281,-10.152,-0.89744,-10.117,0.06568
-5.977,3.0151,-11.023,-7.8317,1.1166,-15.152,4.0325,-7.9602,0.84967,-7.9208,-13.725,-0.06601,-13.541,-2.0101,-10.22,-8.1218,4.8718,-5.0921,2.0361
0.91954,15.075,-3.1023,-3.9482,12.939,-9.0909,9.8862,-3.9801,0.84967,1.9802,-6.8627,7.8548,-4.2142,7.0352,-4.1286,-4.0609,16.41,4.9581,10.903
2.89,19.095,2.8383,-1.0356,14.91,-5.0505,13.789,0.0,0.84967,6.9307,-1.9608,12.805,0.96718,13.065,-1.0829,-1.0152,21.218,9.9832,17.8
-1.0509,13.065,3.8284,-1.0356,7.0279,-5.0505,10.862,-2.9851,0.84967,5.9406,-2.9412,10.825,-1.1054,11.055,-1.0829,-3.0457,13.526,0.93802,15.829
-0.06568,7.0352,8.7789,-1.0356,0.13136,-2.0202,11.837,-1.99,4.7712,5.9406,0.0,12.805,-0.06909,13.065,5.0085,-1.0152,6.7949,-1.072,13.859
1.9048,1.005,11.749,0.90615,-5.78,2.0202,11.837,-0.99502,9.6732,5.9406,3.9216,13.795,4.076,13.065,11.1,0.0,-0.89744,1.943,9.9179
2.89,-7.0352,10.759,1.877,-11.691,4.0404,5.9837,0.99502,9.6732,4.9505,5.8824,8.8449,4.076,7.0352,11.1,2.0305,-10.513,0.93802,0.06568
1.9048,-8.0402,7.7888,2.8479,-8.7356,4.0404,-2.7967,0.0,5.7516,4.9505,4.902,-1.0561,4.076,-1.005,7.0389,6.0914,-14.359,-2.0771,-8.8013
-0.06568,0.0,8.7789,0.90615,0.13136,3.0303,-5.7236,-1.99,2.8105,8.9109,4.902,-5.0165,4.076,-3.0151,3.9932,7.1066,-9.5513,2.9481,-9.7865
-2.0361,6.0302,6.7987,-3.9482,8.0131,0.0,-3.7724,-5.9701,0.84967,9.901,2.9412,-6.0066,4.076,-4.0201,1.9628,4.0609,-4.7436,3.9531,-6.8309
-3.0213,8.0402,4.8185,-3.9482,8.0131,-1.0101,-1.8211,-5.9701,0.84967,7.9208,2.9412,-5.0165,2.0035,-3.0151,0.94755,6.0914,-2.8205,0.93802,-6.8309
-4.0066,9.0452,2.8383,-3.9482,4.0722,-1.0101,-1.8211,-7.9602,2.8105,6.9307,0.0,-1.0561,2.0035,0.0,0.94755,9.1371,-2.8205,0.93802,-6.8309
-5.977,8.0402,3.8284,-4.9191,1.1166,-1.0101,-2.7967,-7.9602,1.8301,5.9406,0.98039,1.9142,0.96718,3.0151,1.9628,9.1371,-1.859,-4.0871,-4.8604
-8.9327,6.0302,5.8086,-4.9191,-1.8391,1.0101,0.13008,-7.9602,2.8105,4.9505,0.98039,4.8845,0.96718,6.0302,2.978,9.1371,-0.89744,-4.0871,0.06568
-9.9179,0.0,4.8185,-3.9482,-7.7504,-1.0101,-2.7967,-7.9602,2.8105,0.0,0.0,1.9142,-3.1779,3.0151,2.978,9.1371,-5.7051,-6.0972,-2.89
-8.9327,-4.0201,0.85809,-2.9773,-9.7209,-3.0303,-9.626,-7.9602,1.8301,-2.9703,-1.9608,-6.0066,-4.2142,-4.0201,-1.0829,7.1066,-11.474,-9.1122,-10.772
-8.9327,-7.0352,-4.0924,-2.9773,-7.7504,-4.0404,-12.553,-7.9602,0.84967,-3.9604,-2.9412,-13.927,-5.2504,-11.055,-6.1591,6.0914,-15.321,-6.0972,-15.698
-9.9179,-10.05,-9.0429,-3.9482,-6.7652,-6.0606,-13.528,-7.9602,-5.0327,-7.9208,-5.8824,-17.888,-7.323,-16.08,-11.235,4.0609,-17.244,-5.0921,-18.654
-10.903,-18.09,-13.993,-4.9191,-10.706,-9.0909,-16.455,-9.9502,-8.9542,-14.851,-9.8039,-22.838,-10.432,-21.106,-19.357,2.0305,-23.013,-8.1072,-25.55
-7.9475,-23.116,-13.993,-2.9773,-15.632,-8.0808,-18.407,-6.9652,-8.9542,-16.832,-7.8431,-22.838,-8.3592,-22.111,-19.357,3.0457,-27.821,-10.117,-29.491
-5.977,-18.09,-9.0429,-2.9773,-10.706,-5.0505,-17.431,-6.9652,-6.0131,-10.891,-4.902,-16.898,-4.2142,-15.075,-11.235,3.0457,-22.051,-5.0921,-24.565
-4.0066,-6.0302,-1.1221,-0.06472,-1.8391,1.0101,-8.6504,-2.9851,0.84967,-1.9802,0.0,-7.9868,0.96718,-5.0251,-1.0829,6.0914,-9.5513,2.9481,-14.713
-4.9918,6.0302,1.8482,-0.06472,10.969,5.0505,0.13008,-4.9751,4.7712,2.9703,0.98039,-1.0561,0.96718,1.005,6.0237,8.1218,0.0641,2.9481,-5.8456
-7.9475,11.055,0.85809,-0.06472,19.836,4.0404,7.935,-6.9652,5.7516,2.9703,-0.98039,2.9043,-4.2142,2.0101,6.0237,9.1371,7.7564,1.943,0.06568
-6.9622,12.06,-2.1122,-0.06472,21.806,2.0202,9.8862,-8.9552,5.7516,1.9802,-2.9412,4.8845,-3.1779,2.0101,0.94755,9.1371,10.641,3.9531,4.0066
-5.977,10.05,-3.1023,-0.06472,15.895,1.0101,8.9106,-7.9602,4.7712,1.9802,-2.9412,5.8746,-2.1416,4.0201,-4.1286,9.1371,12.564,3.9531,8.9327
-5.977,8.0402,-1.1221,-0.06472,8.9984,3.0303,9.8862,-6.9652,4.7712,0.0,-0.98039,7.8548,-0.06909,8.0402,-3.1134,9.1371,11.603,-2.0771,12.874
-8.9327,3.0151,0.85809,-0.06472,0.13136,2.0202,9.8862,-7.9602,4.7712,-3.9604,-1.9608,10.825,-4.2142,11.055,1.9628,8.1218,6.7949,-7.1022,12.874
-7.9475,1.005,4.8185,3.8188,-2.8243,7.0707,7.935,-4.9751,7.7124,-1.9802,1.9608,11.815,-2.1416,11.055,11.1,12.183,4.8718,-5.0921,7.9475
-4.9918,2.0101,7.7888,7.7023,-0.85386,11.111,5.0081,0.0,10.654,0.9901,5.8824,12.805,0.96718,10.05,18.206,15.228,2.9487,0.93802,3.0213
-4.0066,2.0101,6.7987,8.6731,0.13136,12.121,1.1057,0.99502,11.634,2.9703,3.9216,7.8548,3.0397,5.0251,16.176,15.228,-2.8205,-0.067,-5.8456
-5.977,0.0,2.8383,6.7314,-0.85386,9.0909,-0.84553,-0.99502,8.6928,2.9703,1.9608,-0.06601,0.96718,-2.0101,9.0694,11.168,-9.5513,-4.0871,-12.742
-5.977,-1.005,0.85809,5.7605,-1.8391,6.0606,-0.84553,-1.99,5.7516,1.9802,0.98039,-4.0264,-0.06909,-4.0201,1.9628,10.152,-10.513,-4.0871,-11.757
-1.0509,0.0,-0.13201,4.7896,-0.85386,5.0505,-0.84553,-0.99502,4.7712,0.9901,1.9608,-4.0264,0.96718,-3.0151,-2.0981,7.1066,-7.6282,0.93802,-7.8161
-1.0509,2.0101,0.85809,5.7605,-0.85386,6.0606,3.0569,1.99,0.84967,0.9901,3.9216,0.92409,2.0035,1.005,-1.0829,5.0761,-2.8205,0.93802,-1.9048
-3.0213,10.05,4.8185,5.7605,8.0131,8.0808,10.862,0.99502,2.8105,4.9505,3.9216,9.835,3.0397,8.0402,7.0389,6.0914,5.8333,-1.072,4.9918
-4.0066,19.095,9.769,5.7605,18.851,9.0909,17.691,-0.99502,8.6928,11.881,4.902,19.736,2.0035,16.08,16.176,10.152,18.333,1.943,15.829
-7.9475,21.106,7.7888,3.8188,20.821,8.0808,18.667,-4.9751,6.732,8.9109,0.98039,21.716,-2.1416,18.09,14.146,10.152,25.064,1.943,25.681
-10.903,14.07,2.8383,3.8188,12.939,5.0505,15.74,-4.9751,3.7908,-0.9901,-1.9608,18.746,-6.2867,15.075,9.0694,6.0914,24.103,-4.0871,26.667
-5.977,9.0452,3.8284,6.7314,5.0575,8.0808,15.74,-1.99,7.7124,-1.9802,1.9608,17.756,-1.1054,15.075,11.1,5.0761,19.295,-3.0821,26.667
-12.874,-12.06,-7.0627,0.90615,-19.573,0.0,-1.8211,-5.9701,0.84967,-12.871,-5.8824,1.9142,-9.3955,-1.005,-1.0829,3.0457,-3.7821,-15.142,4.9918
-16.814,-19.095,-9.0429,0.90615,-26.47,2.0202,-8.6504,-8.9552,1.8301,-14.851,-7.8431,-3.0363,-11.468,-5.0251,-2.0981,10.152,-14.359,-17.152,-6.8309
-19.77,-15.075,-3.1023,1.877,-20.558,6.0606,-0.84553,-7.9602,3.7908,-11.881,-3.9216,4.8845,-10.432,1.005,3.9932,15.228,-8.5897,-15.142,-0.91954
-27.652,-15.075,-6.0726,-2.0065,-12.677,2.0202,3.0569,-13.93,1.8301,-15.842,-8.8235,5.8746,-16.649,1.005,2.978,12.183,-3.7821,-18.157,2.0361
-24.696,-7.0352,-5.0825,-1.0356,1.1166,1.0101,8.9106,-11.94,6.732,-12.871,-6.8627,6.8647,-14.577,1.005,3.9932,13.198,4.8718,-12.127,6.9622
-22.726,-7.0352,-8.0528,-5.89,6.0427,-3.0303,3.0569,-14.925,2.8105,-12.871,-10.784,-1.0561,-14.577,-5.0251,-3.1134,8.1218,4.8718,-13.132,4.0066
-22.726,-8.0402,-8.0528,-4.9191,1.1166,-4.0404,-6.6992,-13.93,-1.1111,-10.891,-10.784,-8.9769,-13.541,-10.05,-8.1895,6.0914,-3.7821,-12.127,-7.8161
-20.755,-3.0151,-4.0924,-2.0065,-0.85386,-1.0101,-9.626,-10.945,-0.13072,-4.9505,-7.8431,-8.9769,-12.504,-6.0302,-5.1438,6.0914,-8.5897,-10.117,-13.727
-20.755,5.0251,-0.13201,-4.9191,-0.85386,-1.0101,-3.7724,-14.925,3.7908,0.0,-6.8627,-3.0363,-13.541,2.0101,-0.06768,6.0914,-8.5897,-8.1072,-10.772
-18.785,10.05,-0.13201,-9.7735,0.13136,-3.0303,5.0081,-17.91,9.6732,2.9703,-8.8235,3.8944,-11.468,7.0352,5.0085,6.0914,-4.7436,-6.0972,-4.8604
-15.829,12.06,-0.13201,-6.8608,3.087,-1.0101,11.837,-14.925,10.654,2.9703,-5.8824,8.8449,-7.323,9.0452,7.0389,10.152,1.0256,-4.0871,4.0066
-8.9327,18.09,8.7789,0.90615,11.954,9.0909,21.593,-4.9751,16.536,7.9208,2.9412,18.746,-0.06909,17.085,15.161,17.259,15.449,-0.067,18.785
-5.977,19.095,14.719,2.8479,17.865,13.131,26.472,-2.9851,17.516,10.891,7.8431,23.696,5.1123,21.106,20.237,18.274,24.103,5.9631,26.667
-4.0066,16.08,16.7,3.8188,20.821,13.131,23.545,0.0,14.575,10.891,10.784,22.706,7.1848,20.101,19.222,15.228,27.949,4.9581,26.667
1.9048,15.075,18.68,6.7314,20.821,13.131,22.569,2.9851,13.595,14.851,12.745,23.696,11.33,22.111,19.222,15.228,26.026,9.9832,25.681
6.8309,14.07,21.65,8.6731,10.969,16.162,17.691,8.9552,13.595,15.842,15.686,22.706,15.475,23.116,22.267,17.259,16.41,8.9782,20.755
5.8456,10.05,21.65,10.615,0.13136,22.222,10.862,7.9602,14.575,12.871,16.667,19.736,16.511,22.111,23.283,21.32,4.8718,2.9481,14.844
-0.06568,0.0,15.71,9.644,-11.691,20.202,0.13008,5.9701,10.654,4.9505,13.725,11.815,8.2211,16.08,18.206,19.289,-6.6667,-1.072,4.9918
-2.0361,-9.0452,7.7888,6.7314,-16.617,14.141,-8.6504,1.99,4.7712,-3.9604,7.8431,0.92409,4.076,7.0352,10.085,13.198,-10.513,-6.0972,-5.8456
-1.0509,-10.05,3.8284,5.7605,-16.617,9.0909,-9.626,2.9851,2.8105,-6.9307,5.8824,-2.0462,2.0035,4.0201,7.0389,11.168,-8.5897,-6.0972,-9.7865
-0.06568,-5.0251,3.8284,4.7896,-9.7209,9.0909,-4.748,3.9801,6.732,-2.9703,2.9412,0.92409,3.0397,6.0302,8.0541,14.213,-6.6667,-0.067,-9.7865
-1.0509,1.005,3.8284,4.7896,-0.85386,9.0909,5.0081,2.9851,9.6732,0.9901,1.9608,6.8647,0.96718,8.0402,10.085,15.228,-3.7821,0.93802,-0.91954
-0.06568,11.055,8.7789,4.7896,12.939,11.111,19.642,1.99,10.654,4.9505,3.9216,18.746,0.96718,15.075,14.146,15.228,9.6795,3.9531,18.785
-0.06568,18.09,10.759,1.877,23.777,10.101,30.374,0.99502,8.6928,7.9208,4.902,25.677,0.96718,20.101,14.146,8.1218,21.218,7.9732,30.608
4.8604,28.141,13.729,2.8479,29.688,8.0808,32.325,4.9751,7.7124,15.842,6.8627,29.637,7.1848,26.131,17.191,4.0609,28.91,11.993,35.534
9.7865,35.176,16.7,4.7896,33.629,7.0707,26.472,7.9602,9.6732,24.752,6.8627,29.637,11.33,29.146,19.222,7.1066,30.833,18.023,32.578
9.7865,37.186,18.68,3.8188,35.599,10.101,17.691,7.9602,10.654,29.703,8.8235,24.686,12.366,28.141,20.237,12.183,28.91,22.044,24.696
8.8013,36.181,19.67,7.7023,37.57,17.172,13.789,7.9602,13.595,27.723,10.784,23.696,11.33,28.141,22.267,18.274,29.872,25.059,22.726
8.8013,31.156,16.7,10.615,36.585,20.202,17.691,8.9552,16.536,21.782,12.745,23.696,10.294,25.126,24.298,19.289,33.718,22.044,25.681
6.8309,23.116,10.759,8.6731,33.629,16.162,22.569,5.9701,13.595,13.861,7.8431,20.726,9.2573,19.095,19.222,14.213,33.718,14.003,27.652
3.8752,12.06,1.8482,4.7896,24.762,7.0707,24.52,4.9751,10.654,6.9307,2.9412,13.795,3.0397,8.0402,10.085,9.1371,27.949,9.9832,25.681
2.89,3.0151,-3.1023,2.8479,13.924,4.0404,22.569,3.9801,10.654,0.9901,0.0,8.8449,0.96718,1.005,5.0085,9.1371,20.256,5.9631,20.755
4.8604,-1.005,-3.1023,3.8188,5.0575,3.0303,13.789,5.9701,7.7124,-0.9901,0.98039,4.8845,0.96718,-1.005,2.978,10.152,11.603,3.9531,12.874
5.8456,0.0,0.85809,5.7605,-0.85386,7.0707,3.0569,6.9652,1.8301,1.9802,5.8824,2.9043,5.1123,1.005,3.9932,7.1066,4.8718,5.9631,5.977
9.7865,5.0251,6.7987,9.644,-4.7947,11.111,-7.6748,10.945,-4.0523,8.9109,11.765,1.9142,11.33,8.0402,6.0237,4.0609,1.9872,9.9832,1.0509
15.698,13.065,13.729,16.44,-2.8243,16.162,-11.577,15.92,0.84967,17.822,18.627,4.8845,20.656,17.085,11.1,8.1218,4.8718,12.998,2.0361
12.742,7.0352,9.769,13.528,-11.691,11.111,-17.431,13.93,2.8105,11.881,14.706,-0.06601,15.475,13.065,9.0694,8.1218,-2.8205,6.9682,-6.8309
5.8456,-4.0201,3.8284,7.7023,-21.544,7.0707,-22.309,8.9552,3.7908,2.9703,8.8235,-6.0066,11.33,3.0151,3.9932,6.0914,-12.436,-0.067,-16.683
8.8013,-4.0201,7.7888,12.557,-18.588,12.121,-19.382,13.93,5.7516,4.9505,14.706,-5.0165,15.475,1.005,8.0541,12.183,-11.474,1.943,-15.698
11.757,-4.0201,8.7789,12.557,-13.662,12.121,-17.431,15.92,-0.13072,6.9307,14.706,-3.0363,15.475,0.0,8.0541,8.1218,-12.436,8.9782,-13.727
11.757,-4.0201,4.8185,7.7023,-11.691,6.0606,-14.504,10.945,-4.0523,5.9406,9.8039,-3.0363,12.366,-1.005,2.978,1.0152,-12.436,8.9782,-11.757
13.727,3.0151,4.8185,8.6731,-1.8391,8.0808,-5.7236,12.935,2.8105,9.901,11.765,0.92409,14.439,2.0101,5.0085,4.0609,-3.7821,9.9832,-5.8456
12.742,6.0302,3.8284,9.644,6.0427,10.101,-1.8211,10.945,8.6928,9.901,11.765,-0.06601,14.439,1.005,5.0085,9.1371,1.0256,10.988,-3.8752
8.8013,2.0101,3.8284,8.6731,6.0427,9.0909,3.0569,6.9652,9.6732,6.9307,10.784,-1.0561,9.2573,-3.0151,2.978,12.183,-1.859,8.9782,-4.8604
7.8161,3.0151,7.7888,9.644,8.9984,12.121,13.789,4.9751,13.595,7.9208,11.765,4.8845,10.294,0.0,8.0541,13.198,0.0641,8.9782,3.0213
10.772,5.0251,10.759,10.615,10.969,14.141,22.569,7.9602,15.556,9.901,15.686,11.815,12.366,4.0201,12.115,12.183,4.8718,10.988,13.859
8.8013,1.005,5.8086,7.7023,8.9984,10.101,24.52,5.9701,14.575,5.9406,11.765,11.815,11.33,3.0151,9.0694,8.1218,6.7949,4.9581,17.8
-4.0066,-11.055,-7.0627,1.877,-4.7947,-1.0101,11.837,-1.99,5.7516,-7.9208,0.98039,-0.06601,-3.1779,-8.0402,-4.1286,3.0457,-2.8205,-7.1022,6.9622
-8.9327,-10.05,-9.0429,0.90615,-7.7504,-2.0202,4.0325,-5.9701,-0.13072,-6.9307,0.0,-6.0066,-5.2504,-10.05,-11.235,1.0152,-3.7821,-4.0871,2.0361
-1.0509,-5.0251,-6.0726,3.8188,-5.78,-2.0202,1.1057,0.99502,-5.0327,-2.9703,1.9608,-6.0066,-1.1054,-6.0302,-12.25,-2.0305,1.0256,-3.0821,4.0066
-0.06568,-13.065,-13.993,2.8479,-11.691,-8.0808,-8.6504,2.9851,-9.9346,-9.901,-4.902,-12.937,-4.2142,-13.065,-17.327,-3.0457,-5.7051,-10.117,-5.8456
-2.0361,-13.065,-13.993,2.8479,-9.7209,-9.0909,-8.6504,1.99,-5.0327,-11.881,-5.8824,-10.957,-7.323,-12.06,-13.266,0.0,-2.8205,-8.1072,-4.8604
-4.0066,-6.0302,-10.033,1.877,-1.8391,-8.0808,-0.84553,-0.99502,-0.13072,-8.9109,-7.8431,-4.0264,-8.3592,-6.0302,-7.1743,2.0305,5.8333,-4.0871,4.0066
-5.977,-3.0151,-12.013,-4.9191,2.1018,-14.141,0.13008,-6.9652,-2.0915,-7.9208,-10.784,-5.0165,-11.468,-5.0251,-11.235,-4.0609,8.7179,-5.0921,4.9918
-4.0066,-1.005,-13.993,-7.8317,-0.85386,-20.202,-8.6504,-7.9602,-9.9346,-3.9604,-14.706,-11.947,-10.432,-9.0452,-21.387,-14.213,3.9103,-1.072,-1.9048
-3.0213,2.0101,-10.033,-6.8608,-3.8095,-22.222,-14.504,-5.9701,-13.856,0.9901,-12.745,-14.917,-8.3592,-7.0352,-22.403,-17.259,-0.89744,-2.0771,-7.8161
-4.9918,4.0201,-3.1023,-5.89,-3.8095,-19.192,-11.577,-4.9751,-11.895,4.9505,-9.8039,-8.9769,-6.2867,-1.005,-13.266,-13.198,-2.8205,-6.0972,-6.8309
-3.0213,9.0452,2.8383,-5.89,1.1166,-12.121,-5.7236,-5.9701,-7.9739,6.9307,-6.8627,0.92409,-4.2142,7.0352,-3.1134,-9.1371,1.0256,-2.0771,-0.91954
-1.0509,7.0352,2.8383,-6.8608,7.0279,-10.101,0.13008,-4.9751,-3.0719,5.9406,-4.902,4.8845,-3.1779,7.0352,-0.06768,-7.1066,6.7949,0.93802,4.0066
-1.0509,2.0101,-2.1122,-7.8317,8.0131,-12.121,-0.84553,-6.9652,-1.1111,0.9901,-6.8627,-0.06601,-3.1779,0.0,-5.1438,-9.1371,7.7564,3.9531,3.0213
-4.0066,-4.0201,-6.0726,-7.8317,1.1166,-13.131,-8.6504,-6.9652,-4.0523,-1.9802,-7.8431,-10.957,-5.2504,-8.0402,-12.25,-9.1371,3.9103,-0.067,-2.89
-6.9622,-7.0352,-7.0627,-8.8026,-6.7652,-13.131,-17.431,-9.9502,-10.915,-2.9703,-7.8431,-17.888,-6.2867,-12.06,-15.296,-10.152,-2.8205,-6.0972,-9.7865
-3.0213,-2.0101,-0.13201,-3.9482,-5.78,-8.0808,-15.48,-3.9801,-11.895,2.9703,0.0,-13.927,-1.1054,-8.0402,-8.1895,-9.1371,-2.8205,-4.0871,-8.8013
2.89,9.0452,9.769,1.877,3.087,2.0202,-7.6748,1.99,-5.0327,12.871,8.8235,-4.0264,7.1848,3.0151,1.9628,-4.0609,1.9872,4.9581,-2.89
0.91954,9.0452,11.749,2.8479,4.0722,4.0404,-6.6992,1.99,-3.0719,11.881,11.765,-2.0462,6.1485,6.0302,1.9628,-1.0152,0.0641,3.9531,-2.89
-1.0509,7.0352,12.739,3.8188,4.0722,7.0707,-2.7967,-0.99502,-0.13072,10.891,12.745,0.92409,8.2211,6.0302,1.9628,0.0,1.0256,-0.067,-0.91954
-0.06568,3.0151,13.729,5.7605,3.087,8.0808,1.1057,3.9801,2.8105,8.9109,15.686,2.9043,8.2211,5.0251,5.0085,-1.0152,1.9872,-2.0771,3.0213
-1.0509,-1.005,13.729,6.7314,-0.85386,10.101,-1.8211,4.9751,-0.13072,7.9208,15.686,2.9043,9.2573,2.0101,7.0389,-1.0152,-1.859,-3.0821,1.0509
3.8752,6.0302,20.66,10.615,5.0575,16.162,5.0081,7.9602,5.7516,14.851,22.549,9.835,14.439,8.0402,16.176,6.0914,2.9487,5.9631,6.9622
3.8752,11.055,19.67,8.6731,10.969,13.131,6.9593,5.9701,4.7712,16.832,19.608,11.815,16.511,10.05,14.146,3.0457,6.7949,5.9631,9.9179
6.8309,15.075,15.71,4.7896,16.88,6.0606,5.9837,3.9801,-2.0915,15.842,15.686,9.835,15.475,9.0452,7.0389,-3.0457,11.603,8.9782,10.903
8.8013,21.106,16.7,4.7896,24.762,7.0707,9.8862,4.9751,-1.1111,18.812,15.686,11.815,14.439,13.065,8.0541,-3.0457,20.256,14.003,15.829
9.7865,24.121,19.67,6.7314,27.718,10.101,13.789,7.9602,4.7712,18.812,15.686,15.776,13.402,18.09,14.146,1.0152,26.026,10.988,19.77
5.8456,19.095,17.69,5.7605,20.821,9.0909,10.862,6.9652,2.8105,14.851,13.725,14.785,11.33,17.085,13.13,-1.0152,21.218,4.9581,16.814
4.8604,14.07,14.719,5.7605,15.895,6.0606,8.9106,4.9751,-0.13072,10.891,10.784,11.815,9.2573,13.065,10.085,-4.0609,17.372,7.9732,15.829
5.8456,9.0452,6.7987,3.8188,13.924,-1.0101,7.935,4.9751,-3.0719,6.9307,5.8824,5.8746,6.1485,6.0302,1.9628,-7.1066,14.487,8.9782,13.859
